x (m),Qdot (J/m3 s),N2,AR,HE,H,O2,OH,O,H2,H2O,HO2,CO,CO2,HCO,CH3,CH4,CH2O,T-CH2,S-CH2,C2H4,CH3O,C2H5,C2H6,H2O2,C2H2,C2H3,CH2CHO,CH2CO,CH2OH,CH3CHO,CH3CO,C2H5OH,CH2CH2OH,CH3CHOH,CH3CH2O
0.0161,4.77971e-37,0,0,0,1.04143e-75,0,1.60672e-58,2.47959e-81,-1.63022e-85,4.54814e-44,2.14665e-54,4.42541e-104,1.01156e-162,1.65612e-107,9.77743e-55,3.83583e-126,1.9531e-54,1.05073e-266,7.61214e-117,7.08246e-44,2.90361e-107,5.56117e-117,1.00191e-106,5.39079e-70,2.10549e-178,2.72361e-106,9.91125e-106,5.41941e-123,1.41964e-58,3.6235e-64,7.08638e-121,0,2.14454e-64,3.72122e-65,1.21812e-64
0.0162,2.41937e-37,0,0,0,2.66828e-76,0,8.13284e-59,1.98977e-81,3.71916e-84,2.30216e-44,1.08658e-54,1.13385e-104,1.31188e-163,4.24321e-108,4.94909e-55,7.01572e-127,9.88609e-55,5.55894e-268,1.95033e-117,3.58497e-44,7.43943e-108,1.26398e-117,2.56704e-107,1.38119e-70,1.38206e-179,6.97827e-107,2.5394e-106,1.38853e-123,7.18587e-59,9.2839e-65,9.19026e-122,0,5.49459e-65,9.53426e-66,3.121e-65
0.0163,1.21657e-37,0,0,0,6.74683e-77,0,4.08956e-59,1.31488e-81,5.91352e-86,1.15763e-44,5.46383e-55,2.86698e-105,1.66801e-164,1.07291e-108,2.48863e-55,6.16431e-128,4.97118e-55,2.3517e-269,4.93149e-118,1.80268e-44,1.88109e-108,2.53396e-118,6.49085e-108,3.49239e-71,8.83652e-181,1.76448e-107,6.42096e-107,3.51094e-124,3.61338e-59,2.34747e-65,1.16851e-122,0,1.38933e-65,2.41077e-66,7.89155e-66
0.0164,6.07838e-38,0,0,0,1.68423e-77,0,2.04328e-59,2.84186e-83,-1.51134e-86,5.7839e-45,2.72991e-55,7.15694e-106,2.08042e-165,2.67834e-109,1.2434e-55,-5.35683e-130,2.48377e-55,3.14195e-272,1.23106e-118,9.00681e-45,4.69582e-109,5.41486e-119,1.62033e-108,8.71818e-72,5.50797e-182,4.40474e-108,1.60289e-107,8.76448e-125,1.80537e-59,5.86006e-66,1.45742e-123,0,3.46823e-66,6.0181e-67,1.96999e-66
0.0165,3.01813e-38,0,0,0,4.15244e-78,0,1.01456e-59,2.77833e-82,1.09785e-87,2.87191e-45,1.3555e-55,1.76452e-106,2.54684e-166,6.60338e-110,6.17393e-56,-4.35989e-129,1.23328e-55,1.88502e-272,3.03516e-119,4.4722e-45,1.15774e-109,1.09322e-119,3.99489e-109,2.14944e-72,3.35024e-183,1.08598e-108,3.95187e-108,2.16086e-125,8.96428e-60,1.44478e-66,1.78417e-124,0,8.55083e-67,1.48375e-67,4.85697e-67
0.0166,1.4896e-38,0,0,0,1.0115e-78,0,5.00737e-60,-1.35856e-82,1.13096e-86,1.41743e-45,6.69006e-56,4.29824e-107,3.06194e-167,1.60853e-110,3.04715e-56,9.24232e-130,6.08684e-56,-5.46299e-274,7.3934e-120,2.20726e-45,2.82017e-110,3.79895e-120,9.73121e-110,5.23587e-73,1.98495e-184,2.64535e-109,9.62644e-109,5.26368e-126,4.42432e-60,3.51937e-67,2.14502e-125,0,2.08291e-67,3.61428e-68,1.18312e-67
0.0167,7.3091e-39,0,0,0,2.43531e-79,0,2.45699e-60,1.81351e-82,9.07312e-88,6.95499e-46,3.28265e-56,1.03485e-107,3.61725e-168,3.87273e-111,1.49516e-56,6.27162e-131,2.98666e-56,4.2272e-275,1.78005e-120,1.08305e-45,6.78989e-111,8.23247e-121,2.34291e-110,1.2606e-73,1.15077e-185,6.369e-110,2.31768e-109,1.26729e-126,2.1709e-60,8.47332e-68,2.53404e-126,0,5.01486e-68,8.70183e-69,2.8485e-68
0.0168,3.56617e-39,0,0,0,5.79735e-80,0,1.19879e-60,1.66e-83,9.70152e-89,3.3934e-46,1.60163e-56,2.46351e-108,4.20138e-169,9.2192e-112,7.295e-57,-4.9153e-131,1.45722e-56,2.21567e-277,4.23748e-121,5.28426e-46,1.61636e-111,1.59328e-121,5.57739e-111,3.00091e-74,6.5895e-187,1.51617e-110,5.51734e-110,3.01685e-127,1.0592e-60,2.01711e-68,2.94325e-127,0,1.19381e-68,2.07151e-69,6.78097e-69
0.0169,1.73047e-39,0,0,0,1.36507e-80,0,5.81707e-61,6.08835e-83,8.61423e-89,1.64663e-46,7.77186e-57,5.80069e-109,4.80043e-170,2.17079e-112,3.53987e-57,6.50706e-132,7.0711e-57,4.44004e-278,9.97777e-122,2.56417e-46,3.80596e-112,4.78567e-122,1.31328e-111,7.06608e-75,3.60032e-188,3.57003e-111,1.29914e-110,7.1036e-128,5.13974e-61,4.74958e-69,3.36291e-128,0,2.811e-69,4.87766e-70,1.59668e-69
0.017,8.35281e-40,0,0,0,3.18047e-81,0,2.80784e-61,5.11133e-84,1.27076e-89,7.94814e-47,3.7514e-57,1.3515e-109,5.39864e-171,5.05772e-113,1.70866e-57,7.79856e-133,3.41315e-57,2.03526e-280,2.32471e-122,1.2377e-46,8.86748e-113,1.0729e-122,3.0598e-112,1.64632e-75,1.96577e-189,8.3178e-112,3.02685e-111,1.65506e-128,2.4809e-61,1.1066e-69,3.78198e-129,0,6.54932e-70,1.13644e-70,3.72009e-70
0.0171,4.01131e-40,0,0,0,7.33497e-82,0,1.34842e-61,5.69479e-84,-6.50691e-90,3.81697e-47,1.80155e-57,3.1169e-110,5.97922e-172,1.16644e-113,8.20558e-58,2.66615e-133,1.63911e-57,1.20078e-281,5.36138e-123,5.94386e-47,2.04507e-113,2.52401e-123,7.05667e-113,3.79683e-76,1.04097e-190,1.9183e-112,6.98069e-112,3.817e-129,1.19141e-61,2.5521e-70,4.1887e-130,0,1.51044e-70,2.62093e-71,8.57948e-71
0.0172,1.91692e-40,0,0,0,1.67508e-82,0,6.44384e-62,2.5058e-85,-1.52324e-90,1.82405e-47,8.60925e-58,7.11804e-111,6.52531e-173,2.66379e-114,3.92128e-58,-1.67024e-133,7.83298e-58,3.1395e-284,1.22437e-123,2.84045e-47,4.6703e-114,4.46062e-124,1.61153e-113,8.6708e-77,6.18305e-192,4.3808e-113,1.59417e-112,8.71684e-130,5.69353e-62,5.82822e-71,4.57126e-131,0,3.44938e-71,5.98539e-72,1.95929e-71
0.0173,9.11734e-41,0,0,0,3.78933e-83,0,3.06484e-62,-1.60533e-84,-5.5305e-92,8.67563e-48,4.09476e-58,1.61023e-111,7.02088e-174,6.02596e-115,1.86506e-58,-2.8577e-134,3.72555e-58,-1.1425e-284,2.76975e-124,1.35099e-47,1.05651e-114,1.06173e-124,3.64556e-114,1.96149e-77,3.51122e-193,9.91015e-114,3.60631e-113,1.97191e-130,2.70798e-62,1.31845e-71,4.91843e-132,0,7.80311e-72,1.354e-72,4.43226e-72
0.0174,4.31674e-41,0,0,0,8.4945e-84,0,1.4511e-62,2.64816e-85,6.3553e-92,4.1076e-48,1.93872e-58,3.60963e-112,7.45168e-175,1.35083e-115,8.83037e-59,8.38917e-136,1.76392e-58,7.14069e-287,6.20892e-125,6.39644e-48,2.36835e-115,2.7944e-125,8.1722e-115,4.39704e-78,1.33141e-194,2.22154e-114,8.08421e-114,4.4204e-131,1.28213e-62,2.95554e-72,5.22022e-133,0,1.74921e-72,3.03525e-73,9.93574e-73
0.0175,2.03491e-41,0,0,0,1.88764e-84,0,6.84047e-63,-2.55972e-85,-4.44779e-93,1.93633e-48,9.13916e-59,8.02126e-113,7.80593e-176,3.0018e-116,4.16264e-59,-4.63516e-136,8.31512e-59,-3.48174e-288,1.37974e-125,3.01529e-48,5.26292e-116,5.83798e-126,1.81601e-115,9.77105e-79,6.7157e-196,4.93668e-115,1.79646e-114,9.82294e-132,6.04398e-63,6.56777e-73,5.46839e-134,0,3.88708e-73,6.74489e-74,2.20791e-73
0.0176,9.55251e-42,0,0,0,4.1597e-85,0,3.21113e-63,-1.59546e-85,-9.9062e-94,9.08971e-49,4.2902e-59,1.76761e-113,8.07494e-177,6.61492e-117,1.95407e-59,-1.58794e-136,3.90337e-59,-1.49464e-289,3.04046e-126,1.41547e-48,1.15977e-116,1.25409e-126,4.00187e-116,2.1532e-79,4.62088e-197,1.08787e-115,3.95878e-115,2.16464e-132,2.83723e-63,1.44731e-73,5.65684e-135,0,8.56577e-74,1.48634e-74,4.86546e-74
0.0177,4.46631e-42,0,0,0,9.09337e-86,0,1.50137e-63,1.02598e-85,-2.31613e-94,4.24993e-49,2.0059e-59,3.8641e-114,8.2534e-178,1.44606e-117,9.13634e-60,-2.80195e-137,1.82503e-59,7.13366e-291,6.64664e-127,6.61807e-49,2.53532e-117,2.77979e-127,8.74833e-117,4.70703e-80,3.42688e-198,2.37816e-116,8.65413e-116,4.73203e-133,1.32656e-63,3.16391e-74,5.78186e-136,0,1.87253e-74,3.24923e-75,1.06362e-74
0.0178,2.08026e-42,0,0,0,1.97272e-86,0,6.99291e-64,6.80527e-87,-1.23429e-95,1.97948e-49,9.34282e-60,8.38275e-115,8.3395e-179,3.13708e-118,4.25541e-60,3.62624e-138,8.50041e-60,1.71505e-293,1.44192e-127,3.08248e-49,5.5001e-118,6.5855e-128,1.89785e-117,1.02114e-80,1.24264e-199,5.15916e-117,1.87742e-116,1.02656e-133,6.17867e-64,6.86375e-75,5.84218e-137,0,4.06225e-75,7.04885e-76,2.30741e-75
0.0179,9.65389e-43,0,0,0,4.24851e-87,0,3.24521e-64,-2.82403e-86,-4.90849e-95,9.18618e-50,4.33573e-60,1.80532e-115,8.33477e-180,6.75607e-119,1.97481e-60,-3.52386e-138,3.9448e-60,-4.10032e-293,3.10534e-128,1.43049e-49,1.18451e-118,1.17207e-128,4.08726e-118,2.19914e-81,7.14663e-200,1.11109e-117,4.04325e-117,2.21082e-134,2.86734e-64,1.47819e-75,5.83886e-138,0,8.74854e-76,1.51805e-76,4.96928e-76
0.018,4.46457e-43,0,0,0,9.08655e-88,0,1.50079e-64,8.95711e-88,-6.13876e-96,4.24827e-50,2.00512e-60,3.8611e-116,8.24378e-181,1.44494e-119,9.13279e-61,-1.06641e-138,1.82432e-60,1.7933e-295,6.64147e-129,6.6155e-50,2.53335e-119,2.32787e-129,8.74152e-119,4.70337e-82,9.85357e-201,2.37631e-118,8.64741e-118,4.72835e-135,1.32604e-64,3.16145e-76,5.77512e-139,0,1.87107e-76,3.2467e-77,1.06279e-76
0.0181,2.05792e-43,0,0,0,1.93068e-88,0,6.9178e-65,5.56919e-87,3.64627e-97,1.95822e-50,9.24247e-61,8.20364e-117,8.07366e-182,3.07005e-120,4.2097e-61,2.43572e-139,8.40911e-61,-4.82258e-296,1.41111e-129,3.04937e-50,5.38259e-120,7.63486e-130,1.85731e-119,9.99321e-83,-4.26139e-202,5.04893e-119,1.83731e-118,1.00463e-135,6.1123e-65,6.7171e-77,5.65595e-140,0,3.97546e-77,6.89825e-78,2.25811e-77
0.0182,9.45635e-44,0,0,0,4.07694e-89,0,3.1788e-65,-1.47012e-87,-5.09552e-97,8.99821e-51,4.24702e-61,1.7322e-117,7.83353e-183,6.48242e-121,1.9344e-61,-5.04524e-140,3.86408e-61,-2.36921e-297,2.97956e-130,1.40122e-50,1.13653e-120,1.02942e-130,3.9217e-120,2.11007e-83,7.93129e-203,1.06608e-119,3.87948e-119,2.12127e-136,2.80867e-65,1.41832e-77,5.48772e-141,0,8.39418e-78,1.45657e-78,4.76799e-78
0.0183,4.33255e-44,0,0,0,8.55948e-90,0,1.45641e-65,-8.32903e-88,-3.10104e-99,4.12265e-51,1.94583e-61,3.63612e-118,7.53386e-184,1.36075e-121,8.86272e-62,-4.55034e-141,1.77038e-61,-5.30053e-299,6.25449e-131,6.41987e-51,2.38574e-121,2.50635e-131,8.23218e-121,4.42932e-84,3.13197e-204,2.23785e-120,8.14354e-120,4.45284e-137,1.28683e-65,2.97724e-78,5.27779e-142,0,1.76205e-78,3.05753e-79,1.00087e-78
0.0184,1.97954e-44,0,0,0,1.78751e-90,0,6.65434e-66,-4.23964e-88,-2.54137e-99,1.88364e-51,8.89048e-62,7.59068e-119,7.1859e-185,2.84066e-122,4.04938e-62,-2.34659e-141,8.08886e-62,-5.28771e-300,1.30567e-131,2.93324e-51,4.98041e-122,4.43341e-132,1.71853e-121,9.24653e-85,6.138e-205,4.67168e-121,1.70003e-120,9.29564e-138,5.87952e-66,6.21521e-79,5.03403e-143,0,3.67842e-79,6.38282e-80,2.08938e-79
0.0185,9.02118e-45,0,0,0,3.71532e-91,0,3.03252e-66,-1.54655e-88,3.68658e-100,8.58412e-52,4.05157e-62,1.57644e-119,6.80106e-186,5.89951e-123,1.84538e-62,-2.61284e-142,3.68626e-62,-1.6632e-301,2.71163e-132,1.33674e-51,1.03434e-122,1.05002e-132,3.56906e-122,1.92033e-85,5.29259e-206,9.70219e-122,3.53063e-121,1.93053e-138,2.67942e-66,1.29078e-79,4.76443e-144,0,7.63937e-80,1.32559e-80,4.33925e-80
0.0186,4.10123e-45,0,0,0,7.69252e-92,0,1.37865e-66,1.54401e-89,4.81162e-101,3.90254e-52,1.84194e-62,3.25822e-120,6.39043e-187,1.21932e-123,8.38953e-63,8.47519e-145,1.67586e-62,-1.94518e-304,5.60446e-133,6.07711e-52,2.13779e-123,2.4839e-133,7.3766e-123,3.96897e-86,-6.20004e-208,2.00527e-122,7.29718e-122,3.99005e-139,1.21812e-66,2.66781e-80,4.47677e-145,0,1.57892e-80,2.73976e-81,8.96845e-81
0.0187,1.86034e-45,0,0,0,1.58899e-92,0,6.25364e-67,4.08939e-89,-3.72025e-101,1.77021e-52,8.35513e-63,6.70404e-121,5.96438e-188,2.50885e-124,3.80554e-63,1.80539e-143,7.60178e-63,-2.85206e-304,1.15316e-133,2.75661e-52,4.39866e-124,6.13335e-134,1.51779e-123,8.16648e-87,-3.43232e-208,4.126e-123,1.50145e-122,8.20985e-140,5.52548e-67,5.48923e-81,4.1783e-146,0,3.24875e-81,5.63726e-82,1.84533e-81
0.0188,8.42111e-46,0,0,0,3.28403e-93,0,2.8308e-67,7.70991e-90,-1.34064e-101,8.01313e-53,3.78207e-63,1.37369e-121,5.53217e-189,5.14078e-125,1.72263e-63,2.07181e-144,3.44106e-63,-1.68e-306,2.36289e-134,1.24782e-52,9.0131e-125,1.16368e-134,3.11004e-124,1.67336e-87,-1.07237e-209,8.45439e-124,3.07656e-123,1.68224e-140,2.50119e-67,1.12477e-81,3.87552e-147,0,6.65687e-82,1.15511e-82,3.78118e-82
0.0189,3.80461e-46,0,0,0,6.83043e-94,0,1.27894e-67,4.31393e-91,-6.41002e-102,3.62029e-53,1.70872e-63,2.80396e-122,5.10173e-190,1.04933e-125,7.78276e-64,-4.12409e-146,1.55465e-63,-1.5378e-308,4.82309e-135,5.63759e-53,1.83974e-125,2.10983e-135,6.34816e-125,3.41562e-88,-1.75434e-210,1.7257e-124,6.27981e-124,3.43376e-141,1.13002e-67,2.29587e-82,3.57398e-148,0,1.35879e-82,2.35778e-83,7.71808e-83
0.019,1.7158e-46,0,0,0,1.44662e-94,0,5.76777e-68,-2.67696e-90,2.43015e-103,1.63268e-53,7.70598e-64,5.70277e-123,4.6794e-191,2.13415e-126,3.50987e-64,-9.42072e-146,7.01116e-64,-6.10494e-309,9.80934e-136,2.54244e-53,3.74171e-126,3.80024e-136,1.29111e-125,6.9468e-89,1.12234e-211,3.50977e-125,1.27721e-124,6.98369e-142,5.09618e-68,4.6694e-83,3.27812e-149,0,2.76355e-83,4.79533e-84,1.56973e-83
0.0191,7.7244e-47,0,0,0,3.19079e-95,0,2.5966e-68,5.63456e-91,4.41531e-104,7.35017e-54,3.46917e-64,1.15579e-123,4.26954e-192,4.32533e-127,1.58011e-64,1.65728e-146,3.15636e-64,-6.74046e-311,1.98808e-136,1.14458e-53,7.58341e-127,9.74181e-137,2.61672e-126,1.40792e-89,-5.88729e-213,7.11333e-126,2.58854e-125,1.4154e-142,2.29426e-68,9.46358e-84,2.991e-150,0,5.60094e-84,9.71879e-85,3.1814e-84
0.0192,3.47104e-47,0,0,0,7.60794e-96,0,1.16681e-68,1.70425e-91,1.06906e-104,3.30288e-54,1.55891e-64,2.33383e-124,3.87405e-193,8.73391e-128,7.1004e-65,-3.26851e-147,1.41835e-64,4.88282e-313,4.01443e-137,5.14331e-54,1.53128e-127,1.58879e-137,5.2838e-127,2.84295e-90,1.41e-214,1.43636e-126,5.22691e-126,2.85804e-143,1.03095e-68,1.91093e-84,2.71394e-151,0,1.13097e-84,1.96247e-85,6.42403e-85
0.0193,1.55619e-47,0,0,0,2.0526e-96,0,5.23123e-69,4.04355e-92,-7.15458e-105,1.4808e-54,6.98915e-65,4.69115e-125,3.49123e-194,1.75557e-128,3.18337e-65,-3.6686e-148,6.35896e-65,-4.2603e-314,8.06924e-138,2.30593e-54,3.07796e-128,3.35949e-138,1.06208e-127,5.71449e-91,-5.18586e-215,2.88716e-127,1.05064e-126,5.74484e-144,4.62212e-69,3.84109e-85,2.44576e-152,0,2.27331e-85,3.94467e-86,1.29127e-85
0.0194,6.9528e-48,0,0,0,6.44165e-97,0,2.33722e-69,1.2716e-91,-1.79172e-105,6.61595e-55,3.12263e-65,9.36419e-126,3.11362e-195,3.50436e-129,1.42227e-65,-1.23845e-148,2.84107e-65,4.47594e-314,1.61073e-138,1.03025e-54,6.14404e-129,6.41656e-139,2.12005e-128,1.14069e-91,1.73232e-215,5.76319e-128,2.09723e-127,1.14675e-144,2.06508e-69,7.66735e-86,2.18122e-153,0,4.53785e-86,7.87412e-87,2.57755e-86
0.0195,3.08655e-48,0,0,0,2.31575e-97,0,1.03756e-69,-5.09128e-92,7.42072e-107,2.93702e-55,1.38623e-65,1.84543e-126,2.724e-196,6.90616e-130,6.31389e-66,1.90715e-149,1.26123e-65,-1.0242e-317,3.17433e-139,4.57358e-55,1.21083e-129,1.51319e-139,4.17806e-129,2.248e-92,-1.16104e-216,1.13577e-128,4.13307e-128,2.25994e-145,9.16749e-70,1.51103e-86,1.90828e-154,0,8.9429e-87,1.55178e-87,5.07967e-87
0.0196,1.35195e-48,0,0,0,9.07406e-98,0,4.54466e-70,4.39568e-92,1.20334e-106,1.28645e-55,6.07186e-66,3.54058e-127,2.28913e-197,1.32499e-130,2.76557e-66,2.32797e-149,5.52438e-66,-4.18661e-316,6.09015e-140,2.00329e-55,2.32305e-130,4.02528e-140,8.01587e-130,4.31293e-93,-4.61251e-217,2.17905e-129,7.92956e-129,4.33583e-146,4.01549e-70,2.89901e-87,1.60364e-155,0,1.71575e-87,2.97719e-88,9.74567e-88
0.0197,5.74329e-49,0,0,0,3.65115e-98,0,1.93064e-70,-1.98678e-93,2.93886e-108,5.46505e-56,2.57942e-66,6.38959e-128,1.75497e-198,2.39118e-131,1.17486e-66,8.96159e-152,2.34684e-66,5.33591e-318,1.09907e-140,8.51028e-56,4.19235e-131,4.91285e-141,1.4466e-130,7.78344e-94,9.52273e-220,3.93247e-130,1.43103e-129,7.82477e-147,1.70584e-70,5.23176e-88,1.22943e-156,0,3.09637e-88,5.37285e-89,1.75878e-88
0.0198,2.25924e-49,0,0,0,1.40033e-98,0,7.59455e-71,-3.12835e-93,7.37311e-109,2.14978e-56,1.01466e-66,9.88723e-129,1.06825e-199,3.7001e-132,4.62153e-67,-5.12203e-152,9.23176e-67,-2.89028e-318,1.7007e-141,3.34769e-56,6.48723e-132,7.22987e-142,2.23847e-131,1.20441e-94,-2.86999e-220,6.0851e-131,2.21437e-130,1.2108e-147,6.71025e-71,8.09562e-89,7.48355e-158,0,4.79132e-89,8.31394e-90,2.72153e-89
0.0199,6.98814e-50,0,0,0,4.28189e-99,0,2.3491e-71,-3.61163e-94,2.2661e-109,6.64958e-57,3.1385e-67,9.45963e-130,3.16134e-201,3.54008e-133,1.4295e-67,7.53376e-153,2.85551e-67,0,1.62715e-142,1.03549e-56,6.20666e-133,7.62832e-143,2.14166e-132,1.15232e-95,-3.58812e-223,5.82193e-132,2.1186e-131,1.15844e-148,2.07558e-71,7.74549e-90,2.21466e-159,0,4.5841e-90,7.95437e-91,2.60383e-90
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
